,smlmitzrach,protein,total_fat,carbohydrates,lable
2390,75119000,2.970000029,0.790000021,3.029999971,-1
2391,75119010,3.5,1.100000024,4.900000095,-1
2392,75119020,3.799999952,0.899999976,6.900000095,-1
2393,75119030,2.821500063,0.750500023,6.013500214,-1
2394,75119050,3.200000048,0.600000024,1.0,-1
2395,75119060,5.599999905,1.700000048,10.39999962,-1
2396,75119070,19.95999908,4.360000134,55.81999969,-1
2397,75119080,3.309999943,5.860000134,20.70000076,-1
2398,75120000,5.420000076,0.400000006,9.350000381,-1
2399,75120030,2.059600115,0.151999995,5.491000175,-1
2400,75121000,1.940000057,0.319999993,7.639999866,-1
2401,75121030,1.365100026,0.321200013,6.431300163,-1
2402,75122100,0.860000014,0.170000002,2.940000057,-1
2403,75122130,0.705200016,0.139400005,3.804800034,-1
2404,75122200,0.99000001,0.300000012,3.930000067,-1
2405,75124000,1.659999967,0.449999988,1.950000048,-1
2406,75124030,0.819999993,0.172199994,5.182400227,-1
2407,75125000,0.680000007,0.100000001,1.799999952,-1
2408,75125030,0.611999989,0.090000004,3.059999943,-1
2409,75127500,2.380000114,0.25999999,7.630000114,-1
2410,75127510,5.800000191,0.300000012,4.800000191,-1
2411,75127750,2.799999952,0.200000003,4.949999809,-1
2412,75128000,1.210000038,0.180000007,2.25,-1
2413,75128010,1.210000038,0.319999993,2.109999895,-1
2414,75128040,1.149500012,0.30399999,2.95449996,-1
2415,75129000,0.899999976,0.100000001,4.630000114,-1
2416,75129018,0.815580368,3.151458263,4.053884029,-1
2417,75129030,0.728999972,0.081,5.208300114,-1
2418,75141008,1.112192869,1.37312603,4.439875603,-1
2419,75141018,1.070541263,3.984819651,5.022190571,-1
2420,75141019,1.100000024,11.80000019,9.094106674,-1
2421,75141028,1.100903988,3.058644056,4.917146683,-1
2422,75141038,1.070777893,4.364243507,4.788316727,-1
2423,75141048,1.106261849,5.787096977,4.052182198,-1
2424,75141058,1.146953464,3.073370934,5.535387993,-1
2425,75141078,1.335794568,4.930336952,3.448796034,-1
2426,75141098,1.286653399,0.135458171,3.473306656,-1
2427,75141108,3.087250233,8.949308395,8.369277954,-1
2428,75141309,1.0,0.300000012,8.0,-1
2429,75141408,1.234345317,5.838330269,5.734345436,-1
2430,75141409,1.100000024,16.39999962,11.3,-1
2431,75141429,1.243799925,15.39999962,5.5,-1
2432,75141459,1.100000024,18.20000076,6.0,-1
2433,75141469,1.0,0.100000001,5.599999905,-1
2434,75142508,2.010597467,1.057142854,3.843843937,-1
2435,75142558,0.60840708,4.537610531,3.988606215,-1
2436,75142568,0.67186898,3.964739799,4.459980488,-1
2437,75142578,0.702460468,3.667310953,3.586520195,-1
2438,75143008,0.780083239,9.325920105,1.560109735,-1
2439,75143018,0.819358706,6.343742371,2.033991337,-1
2440,75143029,1.799999952,0.0,2.900000095,-1
2441,75143079,1.194000006,0.0,1.5,-1
2442,75145008,6.771038055,3.139573336,3.992944479,-1
2443,75145018,0.807066858,3.97378397,2.770440578,-1
2444,75145048,0.793767393,2.382136106,3.130226851,-1
2445,75145049,1.700000048,0.0,1.5,-1
2446,75146008,3.093938589,10.37513924,2.798770905,-1
2447,75200119,2.400000095,0.200000003,14.0,-1
2448,75201010,2.869999886,0.340000004,3.279999971,-1
2449,75201011,2.869999886,0.340000004,3.279999971,-1
2450,75201013,2.869999886,0.340000004,3.279999971,-1
2451,75201018,3.907454729,5.4990201,4.111856461,-1
2452,75201040,1.307999969,0.059999999,4.203999996,-1
2453,75201050,3.299999952,0.200000003,5.099999905,-1
2454,75202010,2.390000105,0.219999999,2.089999914,-1
2455,75202011,2.390000105,0.219999999,2.089999914,-1
2456,75202012,2.930000067,0.419999987,0.300000012,-1
2457,75202013,2.140000105,0.649999976,0.860000014,-1
2458,75203000,2.660000086,0.310000002,3.029999971,-1
2459,75204992,1.480000019,0.170000002,3.4,-1
2460,75204993,1.25999999,0.370000005,1.75,-1
2461,75205021,1.879999995,0.280000001,4.619999886,-1
2462,75205022,1.480000019,0.170000002,3.400000095,-1
2463,75205023,1.25999999,0.370000005,1.75,-1
2464,75205038,1.465546846,4.028380871,3.461492538,-1
2465,75206011,1.879999995,0.280000001,4.519999981,-1
2466,75206012,1.480000019,0.170000002,3.400000095,-1
2467,75207010,4.760000229,1.950000048,4.349999905,-1
2468,75207011,4.760000229,1.950000048,4.349999905,-1
2469,75208011,1.669999957,0.180000007,7.900000095,-1
2470,75208013,0.910000026,0.140000001,5.409999847,-1
2471,75209011,2.529999971,0.5,4.460000038,-1
2472,75209012,3.619999886,0.389999986,4.170000076,-1
2473,75210010,1.549999952,0.159999996,0.769999981,-1
2474,75211020,1.25999999,0.059999999,3.579999924,-1
2475,75211038,1.164272785,4.837296963,4.398995399,-1
2476,75211048,1.258456945,4.874970436,5.635947227,-1
2477,75211058,3.620427132,3.497143507,6.176258564,-1
2478,75211208,1.589860916,1.623522878,7.62062788,-1
2479,75211218,1.499810576,1.70567286,7.208058357,-1
2480,75211228,4.565554619,3.109025717,13.85565948,-1
2481,75211248,5.60863018,1.411302924,6.547129154,-1
2482,75211258,4.132483959,2.814115763,12.68294239,-1
2483,75211278,4.637623787,1.380198002,6.954807281,-1
2484,75211318,4.173203468,1.819981456,6.807013035,-1
2485,75212010,1.5,0.090000004,4.300000191,-1
2486,75213010,1.99000001,0.100000001,2.960000038,-1
2487,75213030,1.600000024,0.079999998,4.880000114,-1
2488,75213040,2.0,0.100000001,3.0,-1
2489,75214010,1.75,0.370000005,1.559999943,-1
2490,75214011,1.830000043,0.449999988,1.779999971,-1
2491,75214012,1.600000024,0.219999999,1.029999971,-1
2492,75214013,1.830000043,0.449999988,1.779999971,-1
2493,75215010,0.829999983,0.159999996,2.380000114,-1
2494,75215500,34.79000092,7.769999981,19.68000031,-1
2495,75216030,0.95480001,0.419999987,5.874400139,-1
2496,75216040,1.17719996,0.486000001,6.731999874,-1
2497,75216111,3.390000105,1.49000001,18.45999908,-1
2498,75216112,2.539999962,0.670000017,16.79000092,-1
2499,75216113,2.460000038,1.110000014,15.86999989,-1
2500,75216339,3.2,1.3,21.0,-1
2501,75216349,2.400000095,1.200000048,9.0,-1
2502,75216359,3.599999905,0.0,16.39999962,-1
2503,75216408,1.882279873,4.388540268,11.18186951,-1
2504,75216418,2.079838991,3.359876156,11.06624126,-1
2505,75216458,1.80379951,3.330569267,11.67325497,-1
2506,75216508,7.522126675,7.872617722,11.52388,-1
2507,75216549,7.0,10.0,25.0,-1
2508,75216558,7.705443859,15.19118214,32.99651337,-1
2509,75216559,7.0,10.0,28.0,-1
2510,75216579,4.0,5.98939991,20.0,-1
2511,75217010,0.819999993,0.230000004,6.139999866,-1
2512,75217018,1.088888884,0.200000003,3.200000048,-1
2513,75217400,6.360000134,0.5,30.95999908,-1
2514,75217569,8.0,7.0,23.0,-1
2515,75218010,1.789999962,0.109999999,5.550000191,-1
2516,75219011,2.160000086,0.469999999,3.059999943,-1
2517,75219012,2.160000086,0.469999999,3.059999943,-1
2518,75219013,1.870000005,0.289999992,2.690000057,-1
2519,75219018,3.504036903,11.98630142,2.562823057,-1
2520,75219028,3.512888908,9.437943459,2.569297552,-1
2521,75219038,3.558146,7.808689117,2.614554644,-1
2522,75219040,9.600000381,1.0,63.90000153,-1
2523,75219100,1.559999943,0.219999999,12.28999996,-1
2524,75219258,1.305718064,3.997246027,4.58194685,-1
2525,75219308,3.757295609,1.58073926,2.748054266,-1
2526,75220010,1.730000019,0.219999999,3.200000048,-1
2527,75220011,1.860000014,0.209999993,1.980000019,-1
2528,75220012,1.620000005,0.239999995,4.269999981,-1
2529,75220013,1.860000014,0.209999993,1.980000019,-1
2530,75220018,1.52144599,2.867006779,4.051571846,-1
2531,75220028,1.545191884,3.208854914,5.067429066,-1
2532,75220030,1.659800053,0.163399994,6.407000065,-1
2533,75220040,1.929999948,0.189999998,4.25,-1
2534,75220050,0.899999976,0.140000001,1.75,-1
2535,75221011,1.350000024,0.189999998,8.699999809,-1
2536,75221012,0.74000001,0.079999998,5.010000229,-1
2537,75221030,1.350000024,0.189999998,8.680000305,-1
2538,75221031,1.350000024,0.189999998,8.699999809,-1
2539,75221032,0.709999979,0.050000001,5.269999981,-1
2540,75221039,1.0,0.200000003,8.0,-1
2541,75221050,1.919999957,0.200000003,4.980000019,-1
2542,75221100,8.949999809,0.460000008,74.08000183,-1
2543,75221160,2.700000048,0.200000003,24.11000061,-1
2544,75221210,2.970000029,0.790000021,3.029999971,-1
2545,75224020,5.329999924,0.219999999,10.03999996,-1
2546,75224021,5.329999924,0.219999999,10.03999996,-1
2547,75224022,5.119999886,0.270000011,8.680000305,-1
2548,75224023,4.46999979,0.800000012,6.460000038,-1
2549,75224028,3.525431633,1.009820342,7.016294479,-1
2550,75224048,3.416261673,1.346708179,5.612119675,-1
2551,75224058,5.556912422,1.64970839,9.420702934,-1
2552,75224088,6.394836426,4.074509621,5.73029995,-1
2553,75226010,0.920000017,0.200000003,5.460000038,-1
2554,75226050,0.920000017,0.200000003,5.460000038,-1
2555,75226101,2.079999924,0.209999993,8.25,-1
2556,75226103,2.079999924,0.209999993,8.25,-1
2557,75226118,0.901927352,4.78827095,3.789262295,-1
2558,75226128,0.901133299,4.78405571,3.785926342,-1
2559,75226138,0.901133299,4.78405571,3.785926342,-1
2560,75226158,0.955555558,0.188888893,3.266666889,-1
2561,75226159,1.299999952,4.599999905,5.5,-1
2562,75226168,1.08898592,4.759117603,3.698899508,-1
2563,75226178,1.414209485,3.059841871,9.248858452,-1
2564,75226188,1.450913668,0.255500764,9.488902092,-1
2565,75226208,1.41528368,3.062165976,9.255883217,-1
2566,75226218,4.064910889,4.990643978,8.796372414,-1
2567,75226228,8.099412918,6.860887527,6.916851521,-1
2568,75226248,4.769986629,5.212219238,9.350699425,-1
2569,75226278,5.561592579,3.918605804,8.804261208,-1
2570,75227208,1.282352924,3.240641832,5.090552807,-1
2571,75227218,1.202339888,9.277994156,4.7729249,-1
2572,75227258,2.54319334,2.10016799,10.01546192,-1
2573,75227268,2.382992268,8.267086983,9.384566307,-1
2574,75227278,2.501157045,3.718347073,9.849917412,-1
2575,75231010,3.25,0.230000004,4.210000038,-1
2576,75231011,3.25,0.230000004,4.210000038,-1
2577,75231012,3.480000019,0.379999995,5.869999886,-1
2578,75232000,31.84000015,4.010000229,46.79000092,-1
2579,75233011,0.899999976,0.310000002,2.890000105,-1
2580,75234010,0.709999979,0.079999998,3.029999971,-1
2581,75234011,0.709999979,0.079999998,3.029999971,-1
2582,75235000,0.879999995,0.059999999,9.800000191,-1
2583,75235100,2.400000095,0.899999976,1.700000048,-1
2584,75236000,40.43999863,7.610000134,14.31999969,-1
2585,75236010,8.399999619,1.899999976,10.0,-1
2586,75236500,23.87999916,0.899999976,13.92000008,-1
2587,75302010,1.679999948,0.239999995,4.340000153,-1
2588,75302018,1.917981148,1.105689049,6.210963726,-1
2589,75302020,1.460000038,0.170000002,4.449999809,-1
2590,75302028,1.947637439,4.491272926,4.544487,-1
2591,75302048,1.947637439,4.491272926,4.544487,-1
2592,75306010,1.110000014,0.200000003,4.880000114,-1
2593,75306018,1.133281589,7.590990067,6.498679638,-1
2594,75306019,1.600000024,14.0,8.0,-1
2595,75310118,1.440751195,0.209436625,5.514772892,-1
2596,75311019,3.0,0.300000012,12.30000019,-1
2597,75311028,2.284651041,3.181860447,15.09488392,-1
2598,75315010,4.349999905,0.860000014,14.34000015,-1
2599,75315110,2.519999981,0.200000003,6.369999886,-1
2600,75315210,4.539999962,0.310000002,7.630000114,-1
2601,75316008,1.307147264,6.827413559,2.279405355,-1
2602,75316010,1.210000038,0.280000001,2.599999905,-1
2603,75316018,1.232777238,4.641008377,3.769195318,-1
2604,75316019,0.699999988,0.899999976,6.599999905,-1
2605,75316028,1.359378934,4.039414883,8.308980942,-1
2606,75316039,3.044020653,0.0,9.5,-1
2607,75316048,1.603147984,2.173965931,3.660521269,-1
2608,75316058,1.314968944,3.221103191,5.437783241,-1
2609,75316068,2.66125989,12.61662865,5.392199993,-1
2610,75316098,1.529607892,1.376225471,2.813431263,-1
2611,75316108,1.554190874,3.054606676,7.611617565,-1
2612,75316128,3.105526209,3.69217205,7.116967201,-1
2613,75316138,3.105526209,3.69217205,7.116967201,-1
2614,75316148,3.277110338,3.241928577,7.121315002,-1
2615,75316168,3.105526209,3.69217205,7.286550522,-1
2616,75316208,5.439403057,8.552586555,3.808523417,-1
2617,75316218,5.555161953,5.948012829,3.750643969,-1
2618,75316258,4.46392107,15.74073315,12.84838963,-1
2619,75316278,6.715735912,5.821292877,6.49612093,-1
2620,75316288,4.400430202,3.825815916,10.46619892,-1
2621,75317008,1.644185185,2.646847963,4.356415749,-1
2622,75317018,1.146000028,3.431396723,4.360888958,-1
2623,75317020,1.289999962,0.340000004,8.619999886,-1
2624,75317028,1.22312212,4.189319134,3.548317671,-1
2625,75317039,2.299999952,0.0,5.199999809,-1
2626,75317048,1.097160339,2.608035803,3.406386137,-1
2627,75317068,1.100455403,5.662866592,6.413476944,-1
2628,75317078,1.299365044,3.644126892,4.030011177,-1
2629,75317088,1.636054635,6.442581654,4.343659401,-1
2630,75317108,1.017968178,5.064838886,4.257135868,-1
2631,75317118,2.826666594,4.386775017,10.42052364,-1
2632,75317128,1.270408392,4.541730881,4.250171185,-1
2633,75317168,2.052406311,3.791871786,10.27468204,-1
2634,75317178,4.618526936,6.569130421,9.832300186,-1
2635,75317188,1.100455403,5.662866592,6.413476944,-1
2636,75320008,1.21813345,3.583619595,6.206120014,-1
2637,75320018,1.822640181,4.160978794,10.68810368,-1
2638,75320028,1.696476936,2.368563652,4.016260147,-1
2639,75340010,2.539999962,0.219999999,5.010000229,-1
2640,75340019,1.399999976,0.200000003,5.800000191,-1
2641,75340089,9.0,10.0,7.0,-1
2642,75340119,1.399999976,0.400000006,5.300000191,-1
2643,75340138,5.667655468,14.92451477,17.00969696,-1
2644,75340140,1.919999957,0.180000007,3.339999914,-1
2645,75340148,4.77766037,15.04745197,7.951153755,-1
2646,75340168,4.496449471,5.707748413,16.16897392,-1
2647,75340179,2.099999905,0.200000003,5.900000095,-1
2648,75340198,1.303859711,3.74101758,6.856175423,-1
2649,75365019,15.60000038,31.39999962,11.10000038,-1
2650,75365020,12.65999985,7.039999962,20.26000023,-1
2651,75400508,2.674430132,5.015933037,5.020175934,-1
2652,75409018,7.961175919,4.632391453,7.074472904,-1
2653,75409028,6.649596214,13.50945091,24.88481331,-1
2654,75409038,6.649596214,13.50945091,24.88481331,-1
2655,75409088,7.511131287,2.30355835,28.10894203,-1
2656,75409089,3.5,12.5,13.83673668,-1
2657,75409098,6.186210632,3.326438665,10.11183643,-1
2658,75409119,5.0,12.5,16.79999924,-1
2659,75410028,0.707905114,12.00276661,1.923320293,-1
2660,75412008,6.112151623,7.940012455,6.785048962,-1
2661,75412018,3.258456469,8.666420937,9.764548302,-1
2662,75412028,1.130073786,7.587638378,3.321033239,-1
2663,75412038,3.01616025,5.172264099,3.339279413,-1
2664,75412039,3.200000048,17.79999924,6.900000095,-1
2665,75412048,1.183919549,4.508526802,4.779376507,-1
2666,75412049,2.099999905,9.899999619,15.19999981,-1
2667,75412068,1.130073786,7.587638378,3.321033239,-1
2668,75412078,1.138230085,0.189128488,4.352560997,-1
2669,75412079,0.699999988,12.19999981,3.900000095,-1
2670,75412089,2.299999952,26.89999962,7.599999905,-1
2671,75412108,1.130073786,7.587638378,3.321033239,-1
2672,75412109,0.800000012,30.39999962,4.900000095,-1
2673,75412118,1.038730502,5.102972031,3.490331173,-1
2674,75412138,1.452689648,7.942433834,7.708357811,-1
2675,75412139,0.870000005,5.300000191,8.100000381,-1
2676,75412158,1.130073786,7.587638378,3.321033239,-1
2677,75412168,3.268349171,8.692732811,9.794193268,-1
2678,75412178,1.130073786,7.587638378,3.321033239,-1
2679,75412309,2.400000095,20.79999924,6.599999905,-1
2680,75413058,3.466609001,5.181150913,6.113713264,-1
2681,75413068,4.091865063,5.382899761,6.484829426,-1
2682,75413078,4.98595047,7.943407536,4.31028986,-1
2683,75414028,6.38754797,13.49959469,13.53114891,-1
2684,75414038,10.14847469,11.1316452,4.641462803,-1
2685,75415028,1.601446629,9.88223362,11.12277508,-1
2686,75415038,1.601446629,9.88223362,11.12277508,-1
2687,75415039,10.5,7.900000095,56.70000076,-1
2688,75415048,1.601446629,9.88223362,11.12277508,-1
2689,75415058,1.601446629,9.88223362,11.12277508,-1
2690,75415068,1.601446629,9.88223362,11.12277508,-1
2691,75415078,1.650129914,8.129636765,11.17145824,-1
2692,75415098,1.601446629,5.987574577,11.12277508,-1
2693,75415208,1.590617061,10.0318861,11.04755783,-1
2694,75415228,1.522912979,3.90419507,11.68120384,-1
2695,75415238,4.976016998,6.287938118,12.53422165,-1
2696,75415258,1.59593761,9.817434311,11.08451176,-1
2697,75415508,1.608074784,6.586271763,9.09193325,-1
2698,75440200,3.599999905,15.18999958,18.10000038,-1
2699,75500210,0.800000012,0.079999998,13.68000031,-1
2700,75500218,0.849476457,0.139659688,5.232068062,-1
2701,75500219,1.399999976,1.176040649,16.0,-1
2702,75500228,0.787621379,7.411043644,4.851092339,-1
2703,75500238,0.884309173,0.197658077,5.522716522,-1
2704,75500248,0.908216476,0.130360723,5.796653271,-1
2705,75500258,0.930180907,5.505167961,5.38082695,-1
2706,75500268,0.932190061,4.421584129,5.920964241,-1
2707,75500510,0.610000014,0.150000006,1.289999962,-1
2708,75502010,1.480000019,0.300000012,7.860000134,-1
2709,75502510,0.610000014,0.079999998,36.58000183,-1
2710,75502519,1.0,0.200000003,2.0,-1
2711,75503010,0.600000024,0.140000001,1.49000001,-1
2712,75503019,1.0,0.200000003,2.0,-1
2713,75503049,2.0,0.400000006,2.400000095,-1
2714,75503059,0.699999988,0.200000003,3.5,-1
2715,75503080,0.899999976,0.699999988,7.269999981,-1
2716,75503090,1.179999948,0.689999998,7.989999771,-1
2717,75503099,1.524826169,0.300000012,13.0,-1
2718,75503100,1.5,0.899999976,25.13999939,-1
2719,75503150,2.099999905,0.200000003,8.529999733,-1
2720,75505000,2.650000095,0.289999992,1.99000001,-1
2721,75506010,4.369999886,4.010000229,2.029999971,-1
2722,75506019,4.5,5.300000191,14.39999962,-1
2723,75507000,1.659999967,0.159999996,3.789999962,-1
2724,75510000,0.899999976,12.06999969,2.329999924,-1
2725,75510010,1.029999971,15.31999969,0.540000021,-1
2726,75510018,0.935296655,11.58673096,1.451801538,-1
2727,75510019,2.0,15.0,4.0,-1
2728,75510020,0.879999995,9.539999962,3.059999943,-1
2729,75510029,2.0,15.0,4.0,-1
2730,75510030,1.039999962,13.22000027,0.920000017,-1
2731,75510039,2.400000095,18.0,4.800000191,-1
2732,75510040,0.671999991,8.543999672,5.007999897,-1
2733,75510049,2.0,10.0,4.0,-1
2734,75510079,2.0,15.0,4.0,-1
2735,75510139,1.200000048,19.20000076,3.599999905,-1
2736,75510219,1.899999976,22.39999962,6.099999905,-1
2737,75511028,1.349133015,3.106936455,7.431936264,-1
2738,75511040,1.539999962,0.239999995,10.30000019,-1
2739,75511049,0.800000012,10.60000038,2.799999952,-1
2740,75511108,0.445734203,0.080167286,4.865511417,-1
2741,75511219,0.800000012,0.100000001,12.22500038,-1
2742,75534030,0.839999974,0.140000001,8.350000381,-1
2743,75535000,1.049999952,0.319999993,7.159999847,-1
2744,75601108,0.836517692,0.637147605,3.98950386,-1
2745,75601118,0.788909137,1.235906243,4.293665886,-1
2746,75601138,1.007153034,0.494421333,2.182780981,-1
2747,75601158,0.668545067,1.734776616,3.662435532,-1
2748,75601168,5.00357151,3.318967581,4.277287006,-1
2749,75602018,2.695175886,7.510129452,7.205272198,-1
2750,75604018,1.668298602,2.910138369,7.076704979,-1
2751,75604028,1.010241151,2.122591972,7.735177994,-1
2752,75604029,1.200000048,1.200000048,8.199999809,-1
2753,75604038,1.692009926,0.972140312,5.975594997,-1
2754,75604608,1.392114878,4.805569649,6.370191574,-1
2755,75607008,3.459972143,10.861516,8.347074509,-1
2756,75607018,1.592967987,5.805568218,9.142744064,-1
2757,75607028,1.408730865,0.159377605,8.978374481,-1
2758,75607159,0.699999988,1.700000048,8.600000381,-1
2759,75608009,5.300000191,6.599999905,63.40000153,-1
2760,75608118,1.984091759,4.14936924,2.034082174,-1
2761,75608128,0.322148114,2.080470085,2.116087198,-1
2762,75609028,1.088860512,0.137076631,2.669622183,-1
2763,75609039,1.899999976,1.100000024,6.900000095,-1
2764,75649028,0.686226845,0.120323025,4.116883755,-1
2765,75649038,0.511752069,0.109332651,3.414119244,-1
2766,75649058,0.632851183,0.15259853,2.259013176,-1
2767,75649068,1.119175076,1.684367299,4.165820599,-1
2768,75649098,1.516842842,0.388803631,7.027783394,-1
2769,75649118,0.554068387,0.106432892,3.68710947,-1
2770,75649128,1.11103344,0.169218913,6.713444233,-1
2771,75649138,0.782916784,0.128397912,4.007719517,-1
2772,75649168,0.661024749,1.349455357,4.087427616,-1
2773,75649198,0.451359272,0.079019465,1.985143661,-1
2774,75649218,0.6099208,1.352569222,3.087850571,-1
2775,75649228,0.588150322,0.963404179,4.710488319,-1
2776,75649248,3.704202175,1.501912832,1.835473418,-1
2777,75649258,0.600643754,0.118727028,3.500282526,-1
2778,75649268,0.32542628,0.09412656,1.723161101,-1
2779,75649278,0.655465484,0.089425378,5.056302547,-1
2780,75649298,0.460251063,0.085674442,2.580118656,-1
2781,75649319,0.800000012,0.4,5.8,-1
2782,75649329,1.0,1.700000048,7.699999809,-1
2783,75649409,0.600000024,0.300000012,4.300000191,-1
2784,75651008,1.096604705,1.72167325,4.416450977,-1
2785,75651018,4.368301868,2.316792965,9.694984436,-1
2786,75651028,1.08612287,3.744987488,5.1841259,-1
2787,75651038,2.358611584,4.669248104,4.374519348,-1
2788,75657000,0.870000005,0.079999998,0.779999971,-1
2789,75657009,8.6000004,5.3,66.300003,-1
2790,76201009,0.899999976,0.800000012,7.099999905,-1
2791,76201019,1.799999952,0.400000006,9.100000381,-1
2792,76201029,0.800000012,1.0,8.699999809,-1
2793,77316618,9.409477234,7.49653244,7.761328697,-1
2794,77316628,7.610489845,8.864053726,7.876197815,-1
2795,81101009,0.5,82.0,0.5,-1
2796,81101010,0.850000024,81.11000061,0.059999999,-1
2797,81101100,0.850000024,81.11000061,0.059999999,-1
2798,81101109,0.5,82.0,0.5,-1
2799,81101110,0.850000024,81.11000061,0.059999999,-1
2800,81101519,0.800000012,80.0,0.5,-1
2801,81102009,0.0,80.01877594,0.0,-1
2802,81102019,0.0,60.0,0.0,-1
2803,81102029,0.0,80.0,0.0,-1
2804,81102099,0.0,60.0,0.0,-1
2805,81102049,0.0,60.0,0.0,-1
2806,81102059,0.0,60.0,0.0,-1
2807,81103039,0.0,79.97900391,0.0,-1
2808,81104029,0.0,40.0,0.0,-1
2809,81104039,0.0,21.60000038,25.0,-1
2810,81104049,0.0,20.0,24.5,-1
2811,81104059,0.0,22.0,25.0,-1
2812,81104079,0.0,80.0,0.0,-1
2813,81104109,0.0,18.29999924,6.599999905,-1
2814,81201000,2.230000019,92.18000031,0.0,-1
2815,81201009,5.0,60.0,1.0,-1
2816,81201050,0.0,100.0,0.0,-1
2817,81202000,0.0,100.0,0.0,-1
2818,81203100,0.0,99.97000122,0.0,-1
2819,81204000,0.280000001,99.48000336,0.0,-1
2820,81302050,1.0,16.70000076,12.80000019,-1
2821,81302060,1.480000019,20.96999931,4.679999828,-1
2822,81302078,8.771902084,32.95661545,2.177397728,-1
2823,81324000,0.0,100.0,0.0,-1
2824,82101000,0.0,100.0,0.0,-1
2825,82101019,0.0,100.0,0.0,-1
2826,82101029,0.0,92.0,0.0,-1
2827,82101100,0.25999999,78.69000244,20.69000053,-1
2828,82101300,0.0,100.0,0.0,-1
2829,82101500,0.0,100.0,0.0,-1
2830,82101510,0.0,100.0,0.0,-1
2831,82102000,0.0,100.0,0.0,-1
2832,82103000,0.0,100.0,0.0,-1
2833,82103500,0.109999999,99.98000336,0.0,-1
2834,82104000,0.0,100.0,0.0,-1
2835,82104050,0.0,100.0,0.0,-1
2836,82105000,0.0,100.0,0.0,-1
2837,82105500,0.0,100.0,0.0,-1
2838,82106000,0.0,100.0,0.0,-1
2839,82107000,0.0,100.0,0.0,-1
2840,82108000,0.0,100.0,0.0,-1
2841,82108500,0.0,100.0,0.0,-1
2842,82108600,0.0,100.0,0.0,-1
2843,82108610,0.0,100.0,0.0,-1
2844,82108620,0.0,100.0,0.0,-1
2845,82108630,0.0,100.0,0.0,-1
2846,82108700,0.0,100.0,0.0,-1
2847,82109000,0.0,100.0,0.0,-1
2848,83100108,0.088581078,64.27046967,0.355337828,-1
2849,83105500,0.870000005,40.83000183,22.93000031,-1
2850,83107000,0.959999979,74.84999847,0.569999993,-1
2851,83107009,0.699999988,65.0,3.0,-1
2852,83107029,0.899999976,76.59999847,1.0,-1
2853,83107039,0.679041922,65.0,3.0,-1
2854,83108108,2.365646124,76.87280273,0.335344344,-1
2855,83108109,0.300000012,25.0,9.5,-1
2856,83110009,1.0,57.0,5.599999905,-1
2857,83203009,1.0,52.0,4.599999905,-1
2858,83204020,0.899999976,33.29999924,6.699999809,-1
2859,83204029,0.5,23.39999962,6.900000095,-1
2860,83204039,0.010415623,5.0,12.80000019,-1
2861,83204049,0.400000006,4.971301079,11.69999981,-1
2862,83205029,1.0,25.79999924,9.199999809,-1
2863,83205039,0.5,2.75,18.20000076,-1
2864,83206019,0.699999988,28.0,14.30000019,-1
2865,83207009,0.699999988,2.0,20.0,-1
2866,91000000,0.0,0.0,0.0,-1
2867,91000019,46.79999924,0.0,0.0,-1
2868,91000059,0.0,0.0,52.0,-1
2869,91101010,0.0,0.0,99.98000336,-1
2870,91101020,0.0,0.0,99.76999664,-1
2871,91102010,0.119999997,0.0,98.08999634,-1
2872,91105010,0.0,0.0,100.0,-1
2873,91105019,0.0,0.0,91.0,-1
2874,91105029,0.0,0.0,78.0,-1
2875,91107000,0.0,0.0,91.16999817,-1
2876,91200000,0.660000026,0.0,90.13999939,-1
2877,91200040,0.939999998,0.0,89.11000061,-1
2878,91200079,0.0,0.0,0.0,-1
2879,91200110,0.02,0.0,2.049999952,-1
2880,91201010,2.170000076,0.0,89.08000183,-1
2881,91202039,0.0,0.0,0.0,-1
2882,91300100,0.0,0.100000001,69.59999847,-1
2883,91301030,0.0,0.200000003,76.79000092,-1
2884,91301060,0.039999999,0.059999999,67.04000092,-1
2885,91301069,0.899999976,1.899999976,94.5,-1
2886,91301079,5.5,0.400000006,59.29999924,-1
2887,91301080,2.099999905,1.129999995,62.5,-1
2888,91301100,0.0,0.0,32.52999878,-1
2889,91301109,1.289999962,0.899999976,67.56999969,-1
2890,91301120,0.119999997,0.0,98.08999634,-1
2891,91301139,0.0,0.0,76.90000153,-1
2892,91301140,0.0,0.0,83.90000153,-1
2893,91301149,0.0,0.0,60.0,-1
2894,91301150,6.199999809,0.0,71.30000305,-1
2895,91301159,0.0,0.0,21.0,-1
2896,91301169,0.0,0.0,11.0,-1
2897,91302010,0.300000012,0.0,82.19999695,-1
2898,91302019,0.300000012,0.0,79.5,-1
2899,91302039,0.200000003,0.0,79.0,-1
2900,91302119,0.100000001,0.0,77.0,-1
2901,91302129,0.0,0.0,75.90000153,-1
2902,91302139,0.850000024,0.400000006,76.19999695,-1
2903,91303000,0.0,0.100000001,74.73000336,-1
2904,91303500,0.079999998,0.0,68.12000275,-1
2905,91304020,4.599999905,8.899999619,60.09999847,-1
2906,91304029,2.5,32.0,64.0,-1
2907,91304049,13.0,39.79999924,40.0,-1
2908,91304059,6.5,5.0,59.29999924,-1
2909,91304279,3.599999905,25.39999962,68.5,-1
2910,91304289,4.0,34.0,60.0,-1
2911,91304299,4.099999905,29.0,51.70000076,-1
