code,smlmitzrach,shmmitzrach,ofen_hachana,ofen_hachanat_makor,makor,protein,total_fat,carbohydrates,food_energy,alcohol,moisture,total_dietary_fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,vitamin_a_iu,carotene,vitamin_e,vitamin_c,thiamin,riboflavin,niacin,vitamin_b6,folate,folate_dfe,vitamin_b12,cholesterol,saturated_fat,butyric,caproic,caprylic,capric,lauric,myristic,palmitic,stearic,oleic,linoleic,linolenic,arachidonic,docosahexanoic,palmitoleic,parinaric,gadoleic,eicosapentaenoic,erucic,docosapentaenoic,mono_saturated,poly_ saturated,vitamin_d,total_sugars,trans_fatty_acids,vitamin_a_re,mishtamesh_id,isoleucine,leucine,valine,lysine,threonine,methionine,phenylalanine,tryptophan,histidine,tyrosine,arginine,cystine,serine,kvutza_meyuhedet,shem_mitzrach_mekutzar,vitamin_k,pantothenic_acid,iodine,selenium,sugar_alcohols,choline,biotin,manganese,fructose
9512,73302100,"דלעת ערמונים, מבושלת/אפויה, עם מלח",,,1,1.120000005,0.140000001,14.57999992,56,,82.90000153,4.400000095,44,0.930000007,43,45,437,240,0.170000002,0.086000003,428,,,10.80000019,0.166999996,0.013,0.880999982,0.194000006,19,0,0,0,0.028999999,,,,,0.001,0,0.025,0.003,0.009,0.022,0.037,,,0.001,,,,,,0.01,0.059,0,0,,21,13,0.044,0.064,0.048,0.041,0.033,0.014,0.044,0.016,0.021,0.038,0.062,0.01,0.044,,,,0.504,,0.7,,0,,0.242,
9513,24201259,"שניצל עוף ביתי בציפוי צ'יפס, עוף טוב",,,2,16,10.5,15,208,,51,5.5,,,,,,430,,,,,,,,,,,,,,22,3.5,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1.360881919,2.241335793,0.698715596,0.981651376,0.56146789,0.304587156,0.521100917,0.185321101,0.425688073,0.324770642,0.850458716,0.168807339,0.576391437,,,,,,,,,,0.017,
9514,14210289,"גבינת שמנת, 5% טבעי/שום שמיר/טוסקנה, קרם שמנת, גד",,,3,10,5,7,113,,74.19999695,1.799999952,166.6000061,0.646000028,15.30000019,180.1999969,234.6000061,420,0.866999984,0.032000002,196.1159973,12.85000038,0.041999999,0,0.034000002,0.213,0.246999994,0.059999999,18.70000076,0,0.425000012,15,3.299999952,0.145999998,0.043000001,0.052000001,0.119999997,0.134000003,0.444000006,1.241000056,0.558000028,1.156999946,0.150999993,0.025,0.008,0,0.064999998,0,0,0,0,0,1.258999944,0.209999993,0.088,5.5,,0,1,0.546,1.108,0.666,0.956,0.393,0.322,0.491,,0.295,0.511,0.396,0.071,0.631,,,0.423,0.969,,4.08,,46.24,,0.019,0
9515,54401119,"חטיף מלוח, אפוי, טורטיה תירס, קריספי, אסם",,,2,10,10,71.5,423,,2.799999952,3.700000048,,,,,,600,,,,,,,,,,,,0,,0,1.399999976,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9516,14502109,"גבינה צהובה,הצהובה הטובה, 5% שומן, טעמים שונים, כפיר",,,2,26,5,5,169,,60,2,1000,,,,,550,,,,,,,,,,,,0,,7,1,,,,,,,,,,,,,,,,,,,,,,,5,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9517,91770060,"סוכריות, ללא סוכר, טעם קפה/חמאה, וורטרס אוריגינל, WERTHER",,,2,0.150000006,6.400000095,88.5,280.5,,2.950000048,,,,,,,420,,,,,,,,,,,,0,,23.5,5.699999809,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0,1,,,,,,,,,,,,,,,,,,,,87.8,,,,
9518,11412289,"יוגורט עזים 2.5%, טעמים שונים, צוריאל",,,3,2,2.5,14.60000038,88,,77.30000305,1.600000024,200,0.101999998,24.50200081,193.9730072,316.4819946,40,1.205000043,0.017999999,76.15399933,3.845999956,0.046,1.021000028,0.059,0.289999992,0.152999997,0.064999998,14.29300022,0,0.754999995,7,1.399999976,0.074000001,0.050999999,0.032000002,0.071999997,0.085000001,0.263999999,0.681999981,0.244000003,0.572000027,0.050000001,0.021,0,0,0.055,0,0,0,0,0,0.686999977,0.071000002,0.077,14.6,,0,1,0.109,0.202,0.165,0.179,0.082,0.059,0.109,,0.05,0.101,0.06,0.018,0.124,,,0.154,0.794,,4.492,,31.036,,0.008,
9519,14104179,"גבינה בולגרית, 5% שומן, מחלב בקר, כולל מעודנת, צוריאל",,,3,13,5,5,117,,75,0,160,0.086999997,9.930999756,197.3789978,129.1029968,850,0.497000009,0.035999998,162.7910004,13.95300007,0.093000002,0,0.034000002,0.202000007,0.123000003,0.057,14.89700031,0,0.533999979,15,3,0.127000004,0.028999999,0.027000001,0.074000001,0.081,0.305999994,0.904999971,0.400999993,0.829999983,0.122000001,0.02,0,0,0.055,0,0,0,0,0,0.904999971,0.143000007,0.116,3.9,,0,1,0.691,1.305,0.874,1.092,0.585,0.314,0.675,,0.381,0.706,0.581,0.077,0.747,,,0,0.691,,12.041,,22.841,,0.002,0
9520,53542479,"חטיף דגנים, NATURE VALLEY טעמים שונים לא CHEWY",,,3,8.100000381,17.20000076,64.5,456,0,9.165726662,5.599999905,30.43930817,3,74,260,209.8628845,328,2.032646179,0.222338438,0,0,1.399999976,0.009587727,0.255997121,0.092032596,0.632377744,0.059280921,17.83317375,0,0,0,2.400000095,0,0,0,0,0.011121764,0.005560882,1.25818789,0.594256938,3.52613616,9.412511826,0.05560882,0,0,0.005560882,0,0,0,0,0,3.531697035,9.468120575,0,29.2753582,0,0,1,0.279865772,0.545158207,0.38276124,0.354381591,0.21250239,0.115129434,0.370009571,0.10128475,0.152943432,0.219808236,0.47277084,0.253077656,0.392157227,,,1.785234809,0.627976954,0,16.3332119,0,22.59683609,0,2.028926134,0.84635663
9521,53542489,"חטיף דגנים,  NATURE VALLEY  סדרת CHEWY ",,,2,10.19999981,23.39999962,55.59999847,482,,4.900000095,3.900000095,,2.799999952,86,196,337,281,,,,,1.5,,,,,,,0,,0,8.800000191,,,,,,,,,,,,,,,,,,,,,,,22,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9522,53246029,"ופל, גלילים ממולאים בטעמים שונים, MOOI",,,3,6.400000095,25.60000038,62.29999924,510,,1.600000024,1.508000016,25.45100021,3.516000032,15.08199978,67.87000275,110.2900009,100,0.405000001,0.061999999,1.101999998,0,2.753999949,0,0.035,0.112999998,2.058000088,0.041000001,0.943000019,0,0,0,13.10700035,0.007,0.004,0.057,0.052999999,0.586000025,0.416000009,9.944000244,1.870000005,8.381999969,2.812000036,0.101000004,0.002,0,0.034000002,0,0.052999999,0,0.001,0,8.479000092,2.920000076,0,38.8,,0,1,0.227,0.432,0.282,0.175,0.19,0.105,0.32,,0.137,0.202,0.278,0.125,0.312,,,2.313,0.372,,3.488,,1.131,,0.397,0
9523,91700510,"סוכריות בטעם תות/אבטיח/פטל, GUSHERS",,,2,0,4,80,360,,14,,,,,,,180,,,,,,24,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,80,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9524,92410220,"מים מוגזים, ממותקים, טעמים שונים, קינלי",,,6,0,0,6.099999905,25,,91.90000153,0,1.14199996,0,0.381000012,0,11.79699993,24,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,1,,,,,,,,,,,,,,,,0,,,0,,0,,,
9525,92410230,"משקה קל, מוגז, טעמים שונים, ספרייט/פאנטה",,,2,0,0,12.5,52,,85.5,,,,,,,8.5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9526,28501009,"ציר בקר/עוף, מוכן עם מים, קנור",,,2,0.300000012,0.600000024,0.800000012,10,,96.30000305,,,,,,,336,,,,,,,,,,,,0,,0.800000012,0.300000012,,,,,,,,,,,,,,,,,,,,,,,0.01,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9527,28501109,"ציר בקר/עוף, ציר מרוכז, קנור ",,,2,12,21,22,333,,43,,,,,,,14600,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9528,41108040,"שעועית מש, מונבטת, לא מבושלת",,,1,3.039999962,0.180000007,5.940000057,30,,90.40000153,1.799999952,13,0.910000026,21,54,149,6,0.409999996,0.164000005,21,6,0.100000001,13.19999981,0.083999999,0.123999998,0.749000013,0.088,61,0,0,0,0.046,0,0,0,0,0,0,0.032000002,0.008,0.022,0.041999999,0.016000001,0,0,0,0,0,0,0,0,0.022,0.057999998,0,4.13,,1,13,0.132,0.175,0.13,0.166,0.078,0.034,0.117,0.037,0.07,0.052,0.197,0.017,0.033,,,33,0.38,,0.6,,14.4,,0.188,
9529,41108030,"שעועית מש, מונבטת, מבושלות, ללא מלח ",,,1,2.029999971,0.090000004,4.190000057,21,,93.38999939,0.800000012,12,0.649999976,14,28,101,10,0.469999999,0.122000001,13,4,0.07,11.39999962,0.050000001,0.101999998,0.816999972,0.054000001,29,0,0,0,0.025,0,0,0,0,0,0,0.017999999,0.005,0.012,0.023,0.009,0,0,0,0,0,0,0,0,0.012,0.032000002,0,2.84,,1,13,0.098,0.13,0.097,0.123,0.058,0.025,0.086,0.028,0.052,0.038,0.146,0.012,0.024,,,22.7,0.243,,0.6,,9.9,,0.14,
9530,75101010,"נבטי סויה, טריים",,,1,13.09000015,6.699999809,9.569999695,122,,69.05000305,1.100000024,67,2.099999905,72,164,484,14,1.169999957,0.426999986,11,,,15.30000019,0.340000004,0.118000001,1.148000002,0.175999999,172,0,0,0,0.92900002,,,,,,0.007,0.674000025,0.248999998,1.491999984,3.338000059,0.444999993,,,0.013,,0.013,,,,1.518000007,3.782999992,0,,,1,13,0.58,0.938,0.62,0.752,0.503,0.138,0.641,0.159,0.348,0.477,0.905,0.157,0.651,,,,0.929,,0.6,,0,,0.702,
9532,75119009,"פטרוזיליה, שורש",,,5,2.299999952,0.600000024,8,55.40000153,,83,4.300000191,48.5,1.200000048,36,71.09999847,562,17,1.399999976,0.230000004,,30,1.700000048,41,0.100000001,0.079999998,2.369999886,0.230000004,180,0,,,0.100000001,,,,,,,,,,,,,,,0,,,2.5,,,,,0,0,2.5,1,,,,,,,,,,,,,,,,,,0,,,,,,
9533,12140109,"קצפת מתוקה, 23% שומן, חלבי, במיכל התזה, RICH",,,2,0.649999976,23,8,242,,,,,,,,,90,,,,,,,,,,,,0,,0.5,22.79999924,,,,,,,,,,,,,,,,,,,,,,,7,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9534,12220109,"קצפת מתוקה מוכנה, 19% שומן, לא חלבי, מיכל התזה, RICH",,,2,0.400000006,19,18.70000076,247,,47.79999924,12.10000038,,,,,,55,,,,,,,,,,,,0,,0,18.79999924,,,,,,,,,,,,,,,,,,,,,,,12.1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9535,41108000,"שעועית מש, מבושלת, ללא תוספת שומן בבישול, עם מלח",,,1,6.98,0.38,11.44,104,,72.23,7.6,27,1.39,48,98,264,233,0.84,0.155,,14,0.15,1,0.163,0.061,0.574,0.067,158,,0,0,0.115,0,0,0,0,0,0,0.083,0.024,0.054,0.118,0.009,0,0,0,0,0,0,0,0,0.054,0.127,0,1.99,,0,1,0.964676686,2.226466271,0.642030151,0.864271357,0.405678392,0.148160804,0.749623116,0.134050251,0.361582915,0.37040201,0.867798995,0.109356784,0.610281407,,,2.7,,,2.5,,29.2,,,
9536,57124239,"דגני בוקר, נשנושי ברנפלקס, תלמה",,,3,9,3.799999952,71.5,356,0,11.17714691,10.5,35.8107605,2.657196045,106.1018143,255.6936798,273.90625,375,1.886367559,0.299704015,181.6091614,83.52046204,0.43418318,0.022662889,0.28908655,0.141448647,3.097414732,0.231590152,35.37773132,0,0,0,0.899999976,0,0,0,0,0.005580736,0.00381492,0.496185064,0.077903681,0.967422068,1.536610007,0.709518373,0.000236072,0,0.007119924,0,0.003692162,0,0.000368272,0,0.977516532,2.246978283,0,20.8,0,0.009442871,1,0.257119924,0.490481585,0.343739361,0.281709164,0.213361666,0.118366383,0.345127463,0.094192632,0.170132205,0.186213404,0.438696891,0.184768647,0.34832862,,,1.280415416,0.521926343,0,25.26977348,0,20.49575043,0,2.198035955,0.008970727
9537,63223010,"תות גוג'י,  Wolfberry, GOJI BERRY",,,1,14.26000023,0.389999986,64,349,,7.5,13,190,6.800000191,,,,298,,,26822,,,48.40000153,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,45.61,0,0,1,0.261,0.456,0.316,0.233,0.358,0.087,0.271,0,0.157,0.222,0.722,0.144,0.498,,,,,,,,,,,
9538,11740660,"תמ""ל, סימילאק קומפורט  שלב 1, מוכן",,,2,1.559999943,3.660000086,7.099999905,68,,85.52999878,0.150000006,71,0.829999983,5.099999905,51,98,30,0.550000012,,175,,,13.60000038,0.059999999,0.100000001,0.649999976,0.050000001,10,0,0.300000012,4.099999905,1.139999986,,,,,,,,,,0.569999993,0.056000002,0.014,0.007,,,,,,,,,0.8,1.6,0,0,1,,,,,,,,,,,,,,,,6.6,0.5,13.2,2.4,,8.1,3,,
9539,11740670,"תמ""ל, סימילאק קומפורט שלב 2, מוכן",,,2,2.359999895,3.619999886,8.010000229,74,,83.83999634,0.170000002,114,1.190000057,8.600000381,66,127,36,0.560000002,,263,,,10.89999962,0.100000001,0.100000001,1.279999971,0.129999995,16,0,0.439999998,8.399999619,1.110000014,,,,,,,,,,0.629999995,0.054000001,7,4,,,,,,,,,1.2,2.4,0,0,1,,,,,,,,,,,,,,,,7.3,0.4,30.4,,,13.1,22.8,,
9540,11740680,"תמ""ל, סימילאק, SPIT-UP RELIEF, אבקה",,,2,11.10000038,27.70999908,54.72000122,516,,2.569999933,1.899999976,433,7.059999943,33.40000153,273,418,152,3.799999952,,,,13.19999981,56.90000153,0.529999971,0.460000008,4.559999943,0.300000012,68,0,1.669999957,11.60000038,8.600000381,,,4.940000057,0.439999998,,,,,,,,,,,,,,564,,,,7.6,14.3,0,0,1,,,,,,,,,,,,,,,,53.9,3.04,,9.9,,62.3,3,43,
9541,11740690,"תמ""ל, סימילאק, SPIT-UP RELIEF, מוכן",,,2,1.450000048,3.650000095,7.210000038,68,,85.44000244,0.25,57,0.930000007,4.400000095,36,55,20,0.5,,,1100,1.700000048,7.5,0.07,0.059999999,0.600000024,0.039999999,9,0,0.219999999,1.5,1.129999995,,,,,,,,,,0.649999976,0.057999998,0.014,0.007,,,,,,,,,1,1.88,0,0,1,,,,,,,,,,,,,,,,7.1,0.4,9,1.3,,8.2,20,0.16,0.16
9542,11740750,"תמ""ל, סימילאק, אלימנטום, אבקה",,,2,14.43999958,29.07999992,51.40000153,525,,3.079999924,,551,9.449999809,39.40000153,341,551,231,3.940000057,,,,7.099999905,65.59999847,0.389999986,0.529999971,5.510000229,0.319999993,79,0,1.570000052,0,11.89999962,,,,,,,,,,4.199999809,0.449999988,0.103,0.050999999,,,,,,,,,7.87,11.68,0,0,1,,,,,,,,,,,,,,,,42,3.94,79,10.5,,78.7,18,0.3,
9543,11740740,"תמ""ל, סימילאק, אלימנטום, על בסיס חלבון מפורק, מוכן",,,2,1.860000014,3.75,6.619999886,67.59999847,,85.76999664,,71,1.220000029,5.099999905,44,71,30,0.50999999,,,,0.899999976,8.5,0.050000001,0.07,0.709999979,0.039999999,10,0,0.200000003,0,1.529999971,,,,,,,,,,0.540000021,0.059999999,0.013,0.007,,,,,,,,,1.01,1.5,0,0,1,,,,,,,,,,,,,,,,5.4,0.51,10,1.35,,10.1,23.6,0.042,
9544,13210149,"מעדן חלב, JOY , שוקולד מריר, דל קלוריות, 0.5% שומן,  שטראוס",,,3,3.799999952,0.5,5.800000191,40,,87.90000153,0,80,0.150000006,9.069999695,40.58000183,67.30000305,124,0.25,0.039999999,,0.730000019,0.01,0.039999999,0.01,0.07,0.059999999,0.01,1.730000019,0,0.159999996,6.099999905,2.599999905,0.02,0.01,0,0.01,0.01,0.039999999,0.140000001,0.02,0,0,0,0.01,0,0.01,0,0,0,0,0,0.150000006,0.02,0.5,5.5,0,11.41,1,0.18,0.33,0.22,0.23,0.1,0.08,0.16,0.04,0.07,0.15,0.11,0.11,0.2,,,0.05,0.13,,1.17,,5.6,,0.05,
9547,56202028,"טפיוקה, פודינג על בסיס שמנת מתוקה וחלב, חלבי",,,4,2.773369789,9.121902466,21.80224991,181.904541,0.250037998,64.21356201,0.088919282,86.9671936,0.173901811,8.6760149,73.13928986,111.4135056,99.98441315,0.323772609,0.021971423,346.2888489,18.20227814,0.246055618,0.110715911,0.029600242,0.120576069,0.044842679,0.031903021,4.739504337,0,0.359325111,27.35977936,5.508929729,0.275056988,0.183310524,0.127678975,0.224167794,0.246420428,0.897036016,2.381706715,1.085818529,2.291419744,0.2378629,0.151307181,0,0,0.155221149,0,0,0,0,0,2.549513578,0.38898769,1.006657481,13.35423279,,91.13480377,1,0.14613162,0.262881875,0.181250945,0.230232552,0.118224651,0.072245017,0.141936466,0.030939352,0.082740538,0.138820484,0.083044529,0.018270252,0.164470285,,,0.801459134,0.331273735,,2.908770323,,13.58832645,,0.018148655,0
9548,56202038,"טפיוקה, פודינג על בסיס חלב קוקוס ומשקה סויה, פרווה",,,4,2.712494373,9.169764519,20.89249229,178.2317352,0.237065867,63.80357742,1.421674609,76.60901642,1.039933681,25.9664917,62.46418762,154.2916107,90.07025146,0.306686848,0.161370501,1.027784944,1.054906964,0.110102318,0.968439221,0.03048566,0.112833254,0.293976068,0.052614208,15.28087616,0,0.230580762,0,7.48511982,0,0.047038481,0.57760483,0.458971024,3.657933474,1.444357991,0.778447866,0.453321785,0.514317632,0.398285031,0.039868854,0,0,0,0,0.005188067,0,0,0,0.562739611,0.597254634,0.432338953,12.9980545,0,0.389105052,1,0.097795069,0.167733103,0.116565786,0.111586682,0.091915257,0.030624008,0.106211267,0.032677617,0.054352209,0.07662487,0.240776762,0.015938895,0.122560881,,,1.615794778,0.270968437,,4.775327682,,15.36474895,,0.447528452,0
9549,42401059,"משקה שקדים, לא ממותק, ALMOND BREEZE",,,3,0.400000006,1,3,25,,93.59999847,0.206,96.70200348,0.153999999,3.601000071,4.114999771,25.71899986,62,0.324000001,0.009,200,0,2.701999903,0,0.008,0.090999998,0.039000001,0.002,0.513999999,0,0.643000007,0,0,0,0,0,0,0,0,0,0,0.595000029,0.200000003,0,0,0,0.005,0,0,0,0,0,0.601000011,0.200000003,0.962,3,0,0,1,,,,,,,,,,,,,,,,0,0.005,,0.051,,0.514,,0.017,
9550,56207110,"בורגול, מבושל עם מלח או משומר, ללא תוספת שומן בבישול",,,1,3.059999943,0.239999995,13.97999954,83,0,77.33000183,4.5,10,0.959999979,32,40,68,219,0.569999993,0.075000003,,1,0.01,0,0.057,0.028000001,0.994000018,0.082999997,18,,0,0,0.041999999,0,0,0.002,0,0,0,0.037,0.002,0.029999999,0.093000002,0.004,0,0,0.001,0,0,0,0,0,0.030999999,0.097000003,0,0.1,,0,1,,,,,,,,,,,,,,,,0.5,,,0.6,,6.9,,,
9551,75219209,"רוטב פטריות, מוכן מאבקה, קנור",,,2,1.399999976,1.299999952,8.399999619,51,,86.90000153,,,,,,,431,,,,,,,,,,,,0,,0,0.699999988,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,
9552,53100219,"עוגת הבית תפוחים פירורים, אסם",,,2,3.700000048,14.80000019,60,388,,19.5,,,,,,,282,,,,,,,,,,,,0,,,7.099999905,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9554,11831209,"תמ""י, הדסה ספורט, אבקה, טעמים שונים",,,2,20.10000038,1,69.30000305,374,,5.099999905,2.5,,,,149,307,121,,,,,,,,,,,,0,,41,0.600000024,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9556,11831229,"תמ""י, הדסה פרווה שייק, אבקה, טעמים שונים",,,2,11.69999981,27.10000038,57.09999847,517,,2,0.100000001,,,,90,13,181,,,,,,,,,,,,0,,0,2.099999905,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9557,11831239,"תמ""י, הדסה פרווה שייק, מוכן מאבקה על בסיס מים, טעמים שונים",,,2,4.199999809,9.600000381,20.20000076,182,,64,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9558,11831249,"תמ""י, הדסה לאנץ', אבקה",,,2,11.10000038,16.70000076,61.59999847,447,,4.599999905,4,,,,24,162,188,,,,,,,,,,,,0,,0,1.299999952,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9559,11831259,"תמ""י, מילקשייק, אבקה, הדסה",,,2,4.800000191,25.60000038,65.40000153,509,,2,0.200000003,,,,22,47,21,,,,,,,,,,,,0,,12,2.099999905,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9560,11831269,"תמ""י, חלבון מי גבינה הדסה, אבקה, טעמים שונים",,,2,62.90000153,3.400000095,24.5,376,,6.400000095,0.800000012,,,,419,865,319,,,,,,,,,,,,0,,137,2.099999905,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9562,11831289,"תמ""י, מסמיך של הדסה, אבקה",,,2,0,0,93,380,,5,0,,,,,,100,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9564,11831309,"תמ""י, משקה סמיך דל פחמימות, הדסה, אבקה, DRINK-EAT",,,2,1.299999952,0.800000012,39.20000076,219,,31.5,25.20000076,,,,,,130,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9566,11831329,"תמ""י, מסמיך פורמולות של הדסה, אבקה",,,2,0,14.89999962,79.09999847,455,,4,0,,,,,,85,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9568,11831349,"תמ""י, שוקודור קיד, הדסה, אבקה",,,2,1,24.79999924,66.40000153,489,,2.900000095,2.900000095,,,,29,143,19,,,,,,,,,,,,0,,0,14.89999962,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9576,25110800,"בשר כבש, כבד, מבושל/צלוי",,,1,30.56999969,8.81000042,2.529999971,220,,56.66999817,0,8,8.279999733,22,420,221,56,7.889999866,7.073999882,24945,,,4,0.230000004,4.03000021,12.14999962,0.49000001,73,0,76.5,501,3.410000086,0,0,0,0,0,0.100000001,1.200000048,1.960000038,1.620000005,0.569999993,0.119999997,0.629999995,0,0.219999999,0,0,0,0,0,1.840000033,1.309999943,,0,,7491,13,1.316,2.497,1.683,1.653,1.322,0.664,1.365,0.355,0.718,1.09,1.714,0.32,1.316,,,,3.96,,111.4,,0,,0.52,
9578,72202048,"פשטידת ברוקולי וגבינות, עם בצק ",,,4,7.331019402,10.5422678,7.376157284,158.326767,0,71.11348724,1.637065053,98.36754608,0.658492446,14.64050388,116.8213196,137.8476868,454.6388855,0.634656549,0.047635797,226.8861694,299.9342041,0.997099638,19.17533875,0.045515709,0.129194483,0.334815979,0.098599702,32.14977264,0,0.29800263,77.48236084,5.918253422,0.330762953,0.173634872,0.111929052,0.242401034,0.239318654,0.851503015,2.75560689,1.192922354,2.666718006,0.4952209,0.089307286,0.025633298,0.007908145,0.188154817,0,0.009727143,0,0,0.000954431,2.919037819,0.626672685,0.444265068,1.00233829,0,112.5690002,1,0.28837043,0.523058236,0.362276644,0.424552113,0.234118536,0.145027518,0.301453173,0.076965079,0.162780777,0.258086354,0.276483089,0.073490612,0.355004191,,,42.62582397,0.356371254,0,9.631093979,0,54.77413177,0,0.056951322,0
9579,71702068,פשטידת תפוחי אדמה עם פטריות ושמן זית,,,4,5.954435825,2.527345181,19.69034958,128.0754089,0,67.99742126,1.830446839,27.3128891,1.21148634,20.81031418,105.7928314,331.0023499,240.2932129,0.657717228,0.139782116,0.827694654,119.7854767,0.286434084,13.62232876,0.077775419,0.145999655,1.229392529,0.222279474,29.65950775,0,0.218542427,89.29170227,0.783387125,0.000960126,0,0.000960126,0.001957498,0.001551928,0.00894738,0.572824717,0.200212106,0.838651299,0.464926451,0.020048834,0.045125913,0.013921824,0.04896228,0,0.006480849,0,0,0.00168022,0.898654997,0.55944711,0.505928397,1.13341403,,40.13243103,1,0.255218625,0.425717503,0.34880501,0.325106055,0.222955078,0.136639982,0.288906842,0.074103504,0.131993502,0.193769529,0.324190408,0.108236596,0.355247587,,,41.84731293,0.790299416,,13.15237904,,81.15422058,0.011422186,0.194648951,0.25658536
9580,75316078,קישואים מטוגנים מקומחים בשמן זית ,,,4,2.191006184,11.88249493,8.974507332,152.3440704,0,73.68881226,1.263179064,18.75855064,0.553983927,20.25553322,48.93159103,274.8309937,164.5291748,0.392716289,0.068283699,0,114.7168045,1.772414565,17.28655815,0.053933602,0.083267599,0.571126759,0.166253015,24.95583534,0,0,0,1.682692051,0,0,0,0.016108653,0.003018109,0.001006036,1.35704422,0.230655923,8.188694,1.186551332,0.15075855,0,0,0.145945668,0,0.035668008,0,0,0,8.386770248,1.337309837,0,2.545573473,,9.054326057,1,0.077899396,0.137573436,0.093657948,0.089696176,0.055565391,0.035136823,0.091446683,0.021957746,0.047663983,0.060931589,0.09289135,0.032293763,0.097162977,,,11.26760578,0.248486921,,3.356338024,,10.67344093,,0.250313878,1.388329983
9581,75607129,"מרק פטריות, אבקה, אסם",,,2,6.699999809,8.699999809,68,380,,14.60000038,,,,,,,3566.699951,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,
9582,14301139,"גבינת שמנת, 24% שומן, עם זיתים, נפוליאון, תנובה ",,,3,4,24,2.599999905,242,0,63.23245621,0.527999997,82,0.363725722,8.5177145,80.23085785,110.3382797,540,0.389337122,0.033382859,981.6989746,101.2859268,0.821508586,0,0.018377142,0.095394284,0.147211432,0.031657144,8.73942852,0,0.187714279,64,13,0.729165733,0.215245709,0.260297149,0.603188574,0.671599984,2.223371506,6.481817245,2.848937035,7.574651241,0.948594272,0.141531423,0.042548571,0,0.347554296,0,0.00736,0,0,0,8.111599922,1.259485722,0.43883428,1.754971385,0,265.9031067,1,0.296171427,0.600685716,0.361245722,0.518925726,0.21274285,0.174365714,0.266137153,0,0.160182863,0.276982844,0.215245709,0.038377143,0.342057139,,,2.343919992,0.43166858,0,1.9460572,0,22.69531441,0,0.008342857,0
9583,24198679,"סטייק בשר עוף, לא מבושל, מעדני הטלה",,,3,13,8.600000381,0,98,0,75.90000153,0,6.480000019,0.829999983,15.13000011,128.2299957,163.5299988,520,1.190000057,0.039999999,,0,0.5,0,0.050000001,0.129999995,4.230000019,0.230000004,6.480000019,0,0.25,52,3.200000048,0,0,0,0,0.050000001,0.050000001,1.480000019,0.569999993,2.220000029,1.639999986,0.07,0.209999993,0.07,0.379999995,0,0.02,0.02,0,0.050000001,2.670000076,2.140000105,0,0,0,42.88,1,0.69,0.98,0.64,1.1,0.55,0.36,0.52,0.15,0.4,0.44,0.78,0.17,0.45,,,5.72,0.85,,9.73,,,,0.01,
